_id,fecha_hora,id_de_slack,nombre_usuario_slack,nombre_completo,tienes_agenda_planeada,tienes_reuniones_planeadas,con_que_areas_te_vas_a_reunir,ayunaste_hoy,tienes_deadline_hoy,alguna_tarea_te_llevo_mas_tiempo,hay_tareas_que_se_pueden_automatizar,tuviste_que_ir_a_algun_lugar_para_hacer_tus_tareas,usaste_alguna_metodologia_para_optimizar_el_tiempo,fueron_satisfactorias_las_reuniones,pudiste_resolver_tus_dudas_sobre_el_trabajo,tuviste_reuniones_planificadas,productividad_hoy,calificacion_descansos
649345b840e849bfc45ed2ee,2023-06-21 15:47:20.980,slack_user14,slack_username14,Carolina de Villalba,Si,No,['Tecnología'],No,No,No,Si,Si,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Suficientes y bien distribuidos
649345b840e849bfc45ed2f0,2023-06-21 15:47:20.981,slack_user15,slack_username15,Adelardo Cortés,No,Si,['Otro'],No,Si,No,No,No,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,5,Insuficientes y mal distribuidos
649345b840e849bfc45ed2f2,2023-06-21 15:47:20.981,slack_user16,slack_username16,Aarón Serna-Pomares,No,No,['Data'],Si,Si,Si,Si,Si,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes pero mal distribuidos
649345b840e849bfc45ed2f4,2023-06-21 15:47:20.982,slack_user17,slack_username17,Eutropio Nogués Fuentes,Si,No,['Producto'],Si,No,No,Si,No,Si,No,No,Si,2,Suficientes pero mal distribuidos
649345b840e849bfc45ed2f6,2023-06-21 15:47:20.983,slack_user18,slack_username18,Consuela Lasa Flor,No,Si,['Producto'],Si,Si,Si,Si,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,5,Suficientes pero mal distribuidos
649345b840e849bfc45ed2f8,2023-06-21 15:47:20.984,slack_user19,slack_username19,María Cantero Montalbán,Si,Si,['Producto'],Si,Si,No,No,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Insuficientes pero bien distribuidos
649345b840e849bfc45ed2fa,2023-06-21 15:47:20.985,slack_user0,slack_username0,Domingo Cámara Arroyo,Si,No,['Rercursos humanos'],Si,No,Si,Si,Si,No,Si,No,No,2,Insuficientes y mal distribuidos
649345b840e849bfc45ed2fc,2023-06-21 15:47:20.986,slack_user1,slack_username1,Ismael Viana Fuertes,No,Si,['Rercursos humanos'],Si,Si,No,Si,Si,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,2,Insuficientes pero bien distribuidos
649345b840e849bfc45ed2fe,2023-06-21 15:47:20.987,slack_user2,slack_username2,Liliana Gabaldón,Si,No,['Tecnología'],Si,Si,No,No,Si,No,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes y bien distribuidos
649345b840e849bfc45ed300,2023-06-21 15:47:20.988,slack_user3,slack_username3,Carlito de Antón,Si,Si,['Tecnología'],Si,Si,No,No,Si,Si,Si,Si,Si,2,Insuficientes pero bien distribuidos
649345b840e849bfc45ed302,2023-06-21 15:47:20.988,slack_user4,slack_username4,Mamen Álvaro Velázquez,No,Si,['Rercursos humanos'],Si,No,Si,Si,Si,Si,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,3,Suficientes y bien distribuidos
649345b840e849bfc45ed304,2023-06-21 15:47:20.989,slack_user5,slack_username5,Carlos Salvà Sierra,No,Si,['Tecnología'],No,No,No,No,No,Si,No,Si,Si,3,Suficientes y bien distribuidos
649345b840e849bfc45ed306,2023-06-21 15:47:20.990,slack_user6,slack_username6,Bienvenida Gimeno Amigó,No,No,['Producto'],No,No,No,Si,Si,No,Si,Si,Si,3,Suficientes y bien distribuidos
649345b840e849bfc45ed308,2023-06-21 15:47:20.991,slack_user7,slack_username7,Carlos Segura-Peláez,Si,Si,['Data'],No,No,Si,No,No,Si,Si,Si,Si,4,Suficientes y bien distribuidos
649345b840e849bfc45ed30a,2023-06-21 15:47:20.992,slack_user8,slack_username8,Elvira Hoyos Tamarit,Si,No,['Otro'],Si,No,Si,No,No,No,Si,No,No,3,Insuficientes pero bien distribuidos
649345b840e849bfc45ed30c,2023-06-21 15:47:20.993,slack_user9,slack_username9,Chita Bustamante Carretero,No,No,['Producto'],Si,Si,No,No,No,No,No,Si,No,4,Suficientes pero mal distribuidos
649345b840e849bfc45ed30e,2023-06-21 15:47:20.994,slack_user10,slack_username10,Amor Sales Méndez,No,No,['Data'],No,Si,Si,No,No,Si,No,No,Si,4,Suficientes pero mal distribuidos
649345b840e849bfc45ed310,2023-06-21 15:47:20.995,slack_user11,slack_username11,Patricia Godoy Montoya,No,No,['Otro'],Si,No,No,No,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes pero mal distribuidos
649345b840e849bfc45ed312,2023-06-21 15:47:20.996,slack_user12,slack_username12,Eligio Ponce Belmonte,Si,Si,['Otro'],Si,Si,Si,No,Si,No,No,No,Si,4,Suficientes pero mal distribuidos
649345b840e849bfc45ed314,2023-06-21 15:47:20.997,slack_user13,slack_username13,Eli Boada-Lozano,No,No,['Data'],No,Si,No,No,No,Si,No,No,No,2,Insuficientes pero bien distribuidos
649345b840e849bfc45ed316,2023-06-21 15:47:20.998,slack_user14,slack_username14,Carolina de Villalba,Si,Si,['Rercursos humanos'],Si,Si,No,No,No,No,No,Si,Si,4,Suficientes y bien distribuidos
649345b840e849bfc45ed318,2023-06-21 15:47:20.999,slack_user15,slack_username15,Adelardo Cortés,No,Si,['Legal'],No,Si,No,No,No,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed31a,2023-06-21 15:47:21.000,slack_user16,slack_username16,Aarón Serna-Pomares,Si,No,['Otro'],Si,Si,No,Si,No,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed31c,2023-06-21 15:47:21.001,slack_user17,slack_username17,Eutropio Nogués Fuentes,No,Si,['Legal'],No,Si,No,Si,No,No,Si,Si,Si,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed31e,2023-06-21 15:47:21.001,slack_user18,slack_username18,Consuela Lasa Flor,No,Si,['Producto'],No,Si,Si,No,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed320,2023-06-21 15:47:21.002,slack_user19,slack_username19,María Cantero Montalbán,No,No,['Finanzas'],Si,Si,Si,Si,No,No,Si,No,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed322,2023-06-21 15:47:21.003,slack_user0,slack_username0,Domingo Cámara Arroyo,Si,Si,['Otro'],No,Si,No,Si,Si,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Suficientes y bien distribuidos
649345b940e849bfc45ed324,2023-06-21 15:47:21.004,slack_user1,slack_username1,Ismael Viana Fuertes,Si,Si,['Producto'],No,Si,No,Si,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,4,Suficientes y bien distribuidos
649345b940e849bfc45ed326,2023-06-21 15:47:21.005,slack_user2,slack_username2,Liliana Gabaldón,Si,No,['Finanzas'],Si,No,No,Si,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed328,2023-06-21 15:47:21.006,slack_user3,slack_username3,Carlito de Antón,No,No,['Finanzas'],No,No,No,Si,No,Si,No,Si,Si,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed32a,2023-06-21 15:47:21.007,slack_user4,slack_username4,Mamen Álvaro Velázquez,No,Si,['Producto'],Si,Si,Si,Si,No,No,Si,Si,No,5,Suficientes y bien distribuidos
649345b940e849bfc45ed32c,2023-06-21 15:47:21.008,slack_user5,slack_username5,Carlos Salvà Sierra,No,Si,['Tecnología'],No,No,No,Si,Si,No,No,No tuve ninguna reunión,No tuve ninguna reunion,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed32e,2023-06-21 15:47:21.009,slack_user6,slack_username6,Bienvenida Gimeno Amigó,No,Si,['Tecnología'],Si,Si,No,No,No,Si,No,Si,Si,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed330,2023-06-21 15:47:21.010,slack_user7,slack_username7,Carlos Segura-Peláez,No,Si,['Tecnología'],No,Si,Si,No,Si,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,4,Suficientes y bien distribuidos
649345b940e849bfc45ed332,2023-06-21 15:47:21.011,slack_user8,slack_username8,Elvira Hoyos Tamarit,Si,Si,['Finanzas'],Si,Si,No,No,No,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed334,2023-06-21 15:47:21.012,slack_user9,slack_username9,Chita Bustamante Carretero,No,Si,['Producto'],Si,Si,No,No,Si,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed336,2023-06-21 15:47:21.013,slack_user10,slack_username10,Amor Sales Méndez,No,No,['Otro'],No,No,Si,No,No,Si,No,No,Si,1,Insuficientes y mal distribuidos
649345b940e849bfc45ed338,2023-06-21 15:47:21.014,slack_user11,slack_username11,Patricia Godoy Montoya,Si,No,['Producto'],No,Si,Si,Si,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed33a,2023-06-21 15:47:21.015,slack_user12,slack_username12,Eligio Ponce Belmonte,Si,No,['Producto'],Si,Si,No,No,Si,No,Si,Si,No,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed33c,2023-06-21 15:47:21.016,slack_user13,slack_username13,Eli Boada-Lozano,Si,Si,['Legal'],Si,No,No,Si,Si,No,No,No,No,4,Insuficientes y mal distribuidos
649345b940e849bfc45ed33e,2023-06-21 15:47:21.017,slack_user14,slack_username14,Carolina de Villalba,Si,Si,['Otro'],Si,No,Si,Si,No,Si,No,Si,Si,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed340,2023-06-21 15:47:21.018,slack_user15,slack_username15,Adelardo Cortés,Si,Si,['Finanzas'],No,Si,Si,Si,Si,Si,Si,No,Si,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed342,2023-06-21 15:47:21.019,slack_user16,slack_username16,Aarón Serna-Pomares,Si,No,['Otro'],No,Si,Si,No,No,Si,Si,Si,Si,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed344,2023-06-21 15:47:21.019,slack_user17,slack_username17,Eutropio Nogués Fuentes,No,Si,['Data'],No,Si,Si,No,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Suficientes y bien distribuidos
649345b940e849bfc45ed346,2023-06-21 15:47:21.020,slack_user18,slack_username18,Consuela Lasa Flor,No,Si,['Otro'],No,Si,No,No,No,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed348,2023-06-21 15:47:21.021,slack_user19,slack_username19,María Cantero Montalbán,Si,Si,['Legal'],Si,No,Si,No,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,4,Suficientes y bien distribuidos
649345b940e849bfc45ed34a,2023-06-21 15:47:21.022,slack_user0,slack_username0,Domingo Cámara Arroyo,No,No,['Data'],No,Si,No,No,No,Si,Si,No,Si,3,Suficientes y bien distribuidos
649345b940e849bfc45ed34c,2023-06-21 15:47:21.023,slack_user1,slack_username1,Ismael Viana Fuertes,No,No,['Data'],Si,Si,No,No,No,Si,Si,Si,No,5,Insuficientes pero bien distribuidos
649345b940e849bfc45ed34e,2023-06-21 15:47:21.024,slack_user2,slack_username2,Liliana Gabaldón,Si,Si,['Otro'],No,No,Si,Si,Si,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,4,Suficientes y bien distribuidos
649345b940e849bfc45ed350,2023-06-21 15:47:21.025,slack_user3,slack_username3,Carlito de Antón,No,Si,['Data'],No,No,Si,No,No,Si,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed352,2023-06-21 15:47:21.026,slack_user4,slack_username4,Mamen Álvaro Velázquez,No,No,['Data'],Si,No,Si,Si,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed354,2023-06-21 15:47:21.027,slack_user5,slack_username5,Carlos Salvà Sierra,No,No,['Data'],No,Si,No,Si,No,Si,No,No,Si,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed356,2023-06-21 15:47:21.028,slack_user6,slack_username6,Bienvenida Gimeno Amigó,Si,No,['Rercursos humanos'],No,Si,Si,Si,No,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed358,2023-06-21 15:47:21.028,slack_user7,slack_username7,Carlos Segura-Peláez,Si,No,['Otro'],Si,Si,Si,Si,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed35a,2023-06-21 15:47:21.029,slack_user8,slack_username8,Elvira Hoyos Tamarit,Si,No,['Producto'],Si,No,Si,No,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed35c,2023-06-21 15:47:21.030,slack_user9,slack_username9,Chita Bustamante Carretero,Si,No,['Finanzas'],No,Si,No,Si,No,No,Si,Si,Si,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed35e,2023-06-21 15:47:21.031,slack_user10,slack_username10,Amor Sales Méndez,No,Si,['Data'],Si,Si,Si,No,No,Si,No,Si,No,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed360,2023-06-21 15:47:21.031,slack_user11,slack_username11,Patricia Godoy Montoya,No,Si,['Data'],Si,Si,Si,No,No,Si,Si,No,No,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed362,2023-06-21 15:47:21.032,slack_user12,slack_username12,Eligio Ponce Belmonte,No,No,['Producto'],Si,Si,Si,No,Si,Si,Si,Si,Si,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed364,2023-06-21 15:47:21.033,slack_user13,slack_username13,Eli Boada-Lozano,No,Si,['Otro'],No,Si,No,Si,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed366,2023-06-21 15:47:21.034,slack_user14,slack_username14,Carolina de Villalba,Si,Si,['Otro'],No,No,Si,Si,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed368,2023-06-21 15:47:21.035,slack_user15,slack_username15,Adelardo Cortés,Si,No,['Rercursos humanos'],Si,Si,Si,Si,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,5,Suficientes y bien distribuidos
649345b940e849bfc45ed36a,2023-06-21 15:47:21.035,slack_user16,slack_username16,Aarón Serna-Pomares,No,Si,['Otro'],Si,No,No,Si,Si,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,1,Insuficientes y mal distribuidos
649345b940e849bfc45ed36c,2023-06-21 15:47:21.036,slack_user17,slack_username17,Eutropio Nogués Fuentes,No,No,['Otro'],No,Si,No,No,Si,No,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed36e,2023-06-21 15:47:21.037,slack_user18,slack_username18,Consuela Lasa Flor,No,Si,['Producto'],Si,Si,No,Si,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed370,2023-06-21 15:47:21.038,slack_user19,slack_username19,María Cantero Montalbán,No,Si,['Data'],No,No,No,No,No,Si,Si,No,No,3,Suficientes y bien distribuidos
649345b940e849bfc45ed372,2023-06-21 15:47:21.039,slack_user0,slack_username0,Domingo Cámara Arroyo,Si,No,['Rercursos humanos'],No,Si,No,No,No,No,Si,Si,Si,2,Suficientes y bien distribuidos
649345b940e849bfc45ed374,2023-06-21 15:47:21.040,slack_user1,slack_username1,Ismael Viana Fuertes,Si,No,['Data'],No,No,No,No,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,5,Suficientes y bien distribuidos
649345b940e849bfc45ed376,2023-06-21 15:47:21.040,slack_user2,slack_username2,Liliana Gabaldón,Si,Si,['Otro'],No,Si,Si,Si,No,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Insuficientes y mal distribuidos
649345b940e849bfc45ed378,2023-06-21 15:47:21.041,slack_user3,slack_username3,Carlito de Antón,No,No,['Data'],Si,No,No,No,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed37a,2023-06-21 15:47:21.042,slack_user4,slack_username4,Mamen Álvaro Velázquez,Si,Si,['Otro'],No,Si,No,No,No,No,Si,Si,Si,2,Suficientes y bien distribuidos
649345b940e849bfc45ed37c,2023-06-21 15:47:21.043,slack_user5,slack_username5,Carlos Salvà Sierra,No,No,['Data'],Si,No,No,Si,No,Si,Si,Si,Si,5,Suficientes pero mal distribuidos
649345b940e849bfc45ed37e,2023-06-21 15:47:21.044,slack_user6,slack_username6,Bienvenida Gimeno Amigó,Si,Si,['Otro'],No,Si,Si,Si,Si,No,No,No,Si,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed380,2023-06-21 15:47:21.045,slack_user7,slack_username7,Carlos Segura-Peláez,Si,Si,['Producto'],Si,No,No,No,Si,No,No,Si,Si,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed382,2023-06-21 15:47:21.046,slack_user8,slack_username8,Elvira Hoyos Tamarit,No,Si,['Tecnología'],Si,No,No,No,No,Si,No,No,Si,4,Suficientes y bien distribuidos
649345b940e849bfc45ed384,2023-06-21 15:47:21.047,slack_user9,slack_username9,Chita Bustamante Carretero,No,Si,['Tecnología'],Si,Si,Si,Si,No,Si,No,No,No,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed386,2023-06-21 15:47:21.048,slack_user10,slack_username10,Amor Sales Méndez,Si,No,['Producto'],Si,Si,Si,Si,Si,Si,Si,Si,No,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed388,2023-06-21 15:47:21.048,slack_user11,slack_username11,Patricia Godoy Montoya,Si,No,['Otro'],Si,No,No,No,Si,Si,No,No,No,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed38a,2023-06-21 15:47:21.049,slack_user12,slack_username12,Eligio Ponce Belmonte,Si,No,['Rercursos humanos'],No,No,No,Si,No,No,No,No tuve ninguna reunión,No tuve ninguna reunion,5,Suficientes y bien distribuidos
649345b940e849bfc45ed38c,2023-06-21 15:47:21.050,slack_user13,slack_username13,Eli Boada-Lozano,Si,No,['Data'],Si,No,No,Si,No,No,No,Si,No,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed38e,2023-06-21 15:47:21.051,slack_user14,slack_username14,Carolina de Villalba,Si,No,['Finanzas'],No,No,Si,Si,No,No,Si,No,Si,5,Suficientes y bien distribuidos
649345b940e849bfc45ed390,2023-06-21 15:47:21.052,slack_user15,slack_username15,Adelardo Cortés,No,No,['Legal'],Si,Si,No,Si,No,No,Si,No tuve ninguna reunión,No tuve ninguna reunion,4,Suficientes y bien distribuidos
649345b940e849bfc45ed392,2023-06-21 15:47:21.053,slack_user16,slack_username16,Aarón Serna-Pomares,Si,No,['Otro'],Si,Si,Si,Si,No,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,1,Suficientes y bien distribuidos
649345b940e849bfc45ed394,2023-06-21 15:47:21.053,slack_user17,slack_username17,Eutropio Nogués Fuentes,No,No,['Rercursos humanos'],Si,Si,No,No,Si,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,2,Suficientes y bien distribuidos
649345b940e849bfc45ed396,2023-06-21 15:47:21.054,slack_user18,slack_username18,Consuela Lasa Flor,Si,Si,['Data'],No,Si,Si,No,No,No,No,No,No,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed398,2023-06-21 15:47:21.055,slack_user19,slack_username19,María Cantero Montalbán,Si,No,['Legal'],Si,Si,No,Si,Si,Si,Si,No,No,4,Suficientes y bien distribuidos
649345b940e849bfc45ed39a,2023-06-21 15:47:21.056,slack_user0,slack_username0,Domingo Cámara Arroyo,No,Si,['Legal'],Si,No,No,No,Si,Si,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,4,Suficientes y bien distribuidos
649345b940e849bfc45ed39c,2023-06-21 15:47:21.057,slack_user1,slack_username1,Ismael Viana Fuertes,Si,Si,['Legal'],Si,Si,No,Si,Si,Si,No,No tuve ninguna reunión,No tuve ninguna reunion,3,Suficientes y bien distribuidos
649345b940e849bfc45ed39e,2023-06-21 15:47:21.057,slack_user2,slack_username2,Liliana Gabaldón,No,No,['Tecnología'],Si,No,Si,No,No,Si,Si,Si,Si,2,Insuficientes pero bien distribuidos
649345b940e849bfc45ed3a0,2023-06-21 15:47:21.059,slack_user3,slack_username3,Carlito de Antón,No,No,['Finanzas'],No,Si,No,No,No,Si,No,No,No,4,Suficientes y bien distribuidos
649345b940e849bfc45ed3a2,2023-06-21 15:47:21.059,slack_user4,slack_username4,Mamen Álvaro Velázquez,No,No,['Producto'],Si,Si,No,No,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Suficientes pero mal distribuidos
649345b940e849bfc45ed3a4,2023-06-21 15:47:21.060,slack_user5,slack_username5,Carlos Salvà Sierra,No,No,['Producto'],No,No,No,No,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,4,Suficientes pero mal distribuidos
649345b940e849bfc45ed3a6,2023-06-21 15:47:21.061,slack_user6,slack_username6,Bienvenida Gimeno Amigó,No,Si,['Producto'],No,Si,Si,No,Si,Si,No,No,Si,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed3a8,2023-06-21 15:47:21.062,slack_user7,slack_username7,Carlos Segura-Peláez,No,No,['Data'],No,Si,No,Si,Si,Si,Si,Si,Si,3,Suficientes y bien distribuidos
649345b940e849bfc45ed3aa,2023-06-21 15:47:21.063,slack_user8,slack_username8,Elvira Hoyos Tamarit,Si,No,['Finanzas'],Si,No,No,Si,No,No,No,"Tuve reuniones, pero, no tenía dudas por aclarar",Si,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed3ac,2023-06-21 15:47:21.064,slack_user9,slack_username9,Chita Bustamante Carretero,No,Si,['Tecnología'],Si,Si,No,No,Si,Si,Si,No tuve ninguna reunión,No tuve ninguna reunion,4,Insuficientes pero bien distribuidos
649345b940e849bfc45ed3ae,2023-06-21 15:47:21.064,slack_user10,slack_username10,Amor Sales Méndez,No,Si,['Data'],Si,No,Si,No,No,No,No,No,Si,2,Insuficientes y mal distribuidos
649345b940e849bfc45ed3b0,2023-06-21 15:47:21.065,slack_user11,slack_username11,Patricia Godoy Montoya,No,Si,['Finanzas'],No,No,No,No,Si,Si,No,"Tuve reuniones, pero, no tenía dudas por aclarar",No,5,Insuficientes pero bien distribuidos
649345b940e849bfc45ed3b2,2023-06-21 15:47:21.066,slack_user12,slack_username12,Eligio Ponce Belmonte,Si,Si,['Rercursos humanos'],Si,No,Si,Si,No,No,No,No,No,2,Suficientes pero mal distribuidos
649345b940e849bfc45ed3b4,2023-06-21 15:47:21.067,slack_user13,slack_username13,Eli Boada-Lozano,No,No,['Legal'],No,No,No,No,Si,Si,Si,"Tuve reuniones, pero, no tenía dudas por aclarar",No,3,Insuficientes pero bien distribuidos
649345b940e849bfc45ed3b6,2023-06-21 15:47:21.068,slack_user14,slack_username14,Carolina de Villalba,No,No,['Data'],No,Si,Si,Si,No,No,Si,No,No,2,Insuficientes pero bien distribuidos
